date,country,cases,cum_cases,smooth_cases
2022-06-19,Czech Republic,0,6,0
2022-06-20,Czech Republic,0,6,0.14285714285714285
2022-06-21,Czech Republic,0,6,0.14285714285714285
2022-06-22,Czech Republic,0,6,0.14285714285714285
2022-06-23,Czech Republic,1,7,0.14285714285714285
2022-06-24,Czech Republic,0,7,0.2857142857142857
2022-06-25,Czech Republic,0,7,0.2857142857142857
2022-06-26,Czech Republic,0,7,0.2857142857142857
2022-06-27,Czech Republic,1,8,0.14285714285714285
2022-06-28,Czech Republic,0,8,0.14285714285714285
2022-06-29,Czech Republic,0,8,0.14285714285714285
2022-06-30,Czech Republic,0,8,0.14285714285714285
2022-07-01,Czech Republic,0,8,0
2022-07-02,Czech Republic,0,8,0
2022-07-03,Czech Republic,0,8,0
2022-07-04,Czech Republic,0,8,0.14285714285714285
2022-07-05,Czech Republic,0,8,0.2857142857142857
2022-07-06,Czech Republic,0,8,0.2857142857142857
2022-07-07,Czech Republic,1,9,0.2857142857142857
2022-07-08,Czech Republic,1,10,0.42857142857142855
2022-07-09,Czech Republic,0,10,0.42857142857142855
2022-07-10,Czech Republic,0,10,0.5714285714285714
2022-07-11,Czech Republic,1,11,0.42857142857142855
2022-07-12,Czech Republic,0,11,0.5714285714285714
2022-07-13,Czech Republic,1,12,0.5714285714285714
2022-07-14,Czech Republic,0,12,0.5714285714285714
2022-07-15,Czech Republic,2,14,0.42857142857142855
2022-07-16,Czech Republic,0,14,0.42857142857142855
2022-07-17,Czech Republic,0,14,0.2857142857142857
2022-07-18,Czech Republic,0,14,0.2857142857142857
2022-07-19,Czech Republic,0,14,0.2857142857142857
2022-07-20,Czech Republic,0,14,0.2857142857142857
2022-07-21,Czech Republic,0,14,0.2857142857142857
2022-07-22,Czech Republic,2,16,0.2857142857142857
2022-07-23,Czech Republic,0,16,0.2857142857142857
2022-07-24,Czech Republic,0,16,0.5714285714285714
2022-07-25,Czech Republic,0,16,0.7142857142857143
2022-07-26,Czech Republic,0,16,1
2022-07-27,Czech Republic,2,18,1
2022-07-28,Czech Republic,1,19,1
2022-07-29,Czech Republic,4,23,1.2857142857142858
2022-07-30,Czech Republic,0,23,1.2857142857142858
2022-07-31,Czech Republic,0,23,1.1428571428571428
2022-08-01,Czech Republic,2,25,1.2857142857142858
2022-08-02,Czech Republic,0,25,0.8571428571428571
2022-08-03,Czech Republic,1,26,0.8571428571428571
2022-08-04,Czech Republic,2,28,0.8571428571428571
2022-08-05,Czech Republic,1,29,0.5714285714285714
2022-08-06,Czech Republic,0,29,1.2857142857142858
2022-08-07,Czech Republic,0,29,1.2857142857142858
2022-08-08,Czech Republic,0,29,1
2022-08-09,Czech Republic,5,34,0.8571428571428571
2022-08-10,Czech Republic,1,35,0.8571428571428571
2022-08-11,Czech Republic,0,35,0.8571428571428571
2022-08-12,Czech Republic,0,35,1
2022-08-13,Czech Republic,0,35,0.42857142857142855
2022-08-14,Czech Republic,0,35,0.5714285714285714
2022-08-15,Czech Republic,1,36,0.5714285714285714
2022-08-16,Czech Republic,1,37,0.5714285714285714
2022-08-17,Czech Republic,2,39,0.5714285714285714
2022-08-18,Czech Republic,0,39,0.5714285714285714
2022-08-19,Czech Republic,0,39,0.7142857142857143
2022-08-20,Czech Republic,0,39,0.7142857142857143
2022-08-21,Czech Republic,0,39,0.5714285714285714
2022-08-22,Czech Republic,2,41,1
2022-08-23,Czech Republic,1,42,1.2857142857142858
2022-08-24,Czech Republic,1,43,1.2857142857142858
2022-08-25,Czech Republic,3,46,1.2857142857142858
2022-08-26,Czech Republic,2,48,1
2022-08-27,Czech Republic,0,48,1.1428571428571428
2022-08-28,Czech Republic,0,48,1.1428571428571428
2022-08-29,Czech Republic,0,48,1
2022-08-30,Czech Republic,2,50,1.2857142857142858
2022-08-31,Czech Republic,1,51,1.2857142857142858
2022-09-01,Czech Republic,2,53,1.2857142857142858
2022-09-02,Czech Republic,4,57,1.4285714285714286
2022-09-03,Czech Republic,0,57,1.4285714285714286
2022-09-04,Czech Republic,0,57,1.5714285714285714
2022-09-05,Czech Republic,1,58,1.4285714285714286
2022-09-06,Czech Republic,2,60,0.8571428571428571
2022-09-07,Czech Republic,2,62,0.8571428571428571
2022-09-08,Czech Republic,1,63,0.8571428571428571
2022-09-09,Czech Republic,0,63,0.7142857142857143
2022-09-10,Czech Republic,0,63,0.42857142857142855
2022-09-11,Czech Republic,0,63,0.2857142857142857
2022-09-12,Czech Republic,0,63,0.2857142857142857
2022-09-13,Czech Republic,0,63,0.2857142857142857
2022-09-14,Czech Republic,1,64,0.2857142857142857
2022-09-15,Czech Republic,1,65,0.2857142857142857
2022-09-16,Czech Republic,0,65,0.2857142857142857
2022-09-17,Czech Republic,0,65,0.2857142857142857
2022-09-18,Czech Republic,0,65,0.14285714285714285
2022-09-19,Czech Republic,0,65,0
2022-09-20,Czech Republic,0,65,0
2022-09-21,Czech Republic,0,65,0
2022-09-22,Czech Republic,0,65,0
2022-09-23,Czech Republic,0,65,0
2022-09-24,Czech Republic,0,65,0.14285714285714285
2022-09-25,Czech Republic,0,65,0.14285714285714285
2022-09-26,Czech Republic,0,65,0.2857142857142857
2022-09-27,Czech Republic,1,66,0.42857142857142855
2022-09-28,Czech Republic,0,66,0.42857142857142855
2022-09-29,Czech Republic,1,67,0.42857142857142855
2022-09-30,Czech Republic,1,68,0.42857142857142855
2022-10-01,Czech Republic,0,68,0.2857142857142857
2022-10-02,Czech Republic,0,68,0.42857142857142855
2022-10-03,Czech Republic,0,68,0.42857142857142855
2022-10-04,Czech Republic,0,68,0.2857142857142857
2022-10-05,Czech Republic,1,69,0.2857142857142857
2022-10-06,Czech Republic,1,70,0.2857142857142857
2022-10-07,Czech Republic,0,70,0.2857142857142857
2022-10-08,Czech Republic,0,70,0.2857142857142857
2022-10-09,Czech Republic,0,70,0.14285714285714285
2022-10-10,Czech Republic,0,70,0
2022-10-11,Czech Republic,0,70,0
2022-10-12,Czech Republic,0,70,0
2022-10-13,Czech Republic,0,70,0
2022-10-14,Czech Republic,0,70,0
2022-10-16,Czech Republic,0,70,0
2022-10-17,Czech Republic,0,70,0
2022-10-18,Czech Republic,0,70,0
2022-10-19,Czech Republic,0,70,0
2022-10-20,Czech Republic,0,70,0
2022-10-21,Czech Republic,0,70,0
2022-10-23,Czech Republic,0,70,0
2022-10-24,Czech Republic,0,70,0
2022-10-25,Czech Republic,0,70,0
2022-10-26,Czech Republic,0,70,0
2022-10-27,Czech Republic,0,70,0
2022-10-28,Czech Republic,0,70,0
2022-10-31,Czech Republic,0,70,0
2022-11-01,Czech Republic,0,70,0
2022-11-02,Czech Republic,0,70,0
2022-11-03,Czech Republic,0,70,0
2022-11-04,Czech Republic,0,70,0
2022-11-07,Czech Republic,0,70,0
2022-11-08,Czech Republic,0,70,0
2022-11-09,Czech Republic,0,70,0
2022-11-10,Czech Republic,0,70,0
2022-11-11,Czech Republic,0,70,0
2022-11-14,Czech Republic,0,70,0
2022-11-15,Czech Republic,0,70,0
2022-11-16,Czech Republic,0,70,0
2022-11-17,Czech Republic,0,70,0
2022-11-18,Czech Republic,0,70,0
2022-11-21,Czech Republic,0,70,0
2022-11-22,Czech Republic,0,70,0
2022-11-23,Czech Republic,0,70,0
2022-11-24,Czech Republic,0,70,0
2022-11-25,Czech Republic,0,70,0
2022-11-26,Czech Republic,0,70,0
2022-11-28,Czech Republic,0,70,0.14285714285714285
2022-11-29,Czech Republic,0,70,0.14285714285714285
2022-11-30,Czech Republic,0,70,0.14285714285714285
2022-12-01,Czech Republic,1,71,0.14285714285714285
2022-12-02,Czech Republic,0,71,0.14285714285714285
2022-12-04,Czech Republic,0,71,0.14285714285714285
2022-12-05,Czech Republic,0,71,0.14285714285714285
2022-12-06,Czech Republic,0,71,0
2022-12-07,Czech Republic,0,71,0
2022-12-08,Czech Republic,0,71,0
2022-12-09,Czech Republic,0,71,0
2022-12-12,Czech Republic,0,71,0
2022-12-13,Czech Republic,0,71,0
2022-12-14,Czech Republic,0,71,0
2022-12-15,Czech Republic,0,71,0
2022-12-16,Czech Republic,0,71,0
2022-12-19,Czech Republic,0,71,0
2022-12-20,Czech Republic,0,71,0
2022-12-21,Czech Republic,0,71,0
2022-12-22,Czech Republic,0,71,0
2022-12-27,Czech Republic,0,71,0
2022-12-28,Czech Republic,0,71,0
2022-12-29,Czech Republic,0,71,0
2022-12-30,Czech Republic,0,71,0
2022-12-31,Czech Republic,0,71,0
2023-01-02,Czech Republic,0,71,0
2023-01-05,Czech Republic,0,71,0
2023-01-06,Czech Republic,0,71,0
2023-01-09,Czech Republic,0,71,0
2023-01-10,Czech Republic,0,71,0
2023-01-11,Czech Republic,0,71,0
2023-01-12,Czech Republic,0,71,0
2023-01-13,Czech Republic,0,71,0
2023-01-16,Czech Republic,0,71,0
2023-01-17,Czech Republic,0,71,0
2023-01-18,Czech Republic,0,71,0
2023-01-19,Czech Republic,0,71,0
2023-01-20,Czech Republic,0,71,0
2023-01-21,Czech Republic,0,71,0
2023-01-23,Czech Republic,0,71,0
2023-01-24,Czech Republic,0,71,0
2023-01-25,Czech Republic,0,71,0
2023-01-26,Czech Republic,0,71,0
2023-01-27,Czech Republic,0,71,0
2023-01-30,Czech Republic,0,71,0
2023-01-31,Czech Republic,0,71,0
2023-02-01,Czech Republic,0,71,0
2023-02-02,Czech Republic,0,71,0
2023-02-03,Czech Republic,0,71,0
2023-02-07,Czech Republic,0,71,0
2023-02-08,Czech Republic,0,71,NA
2023-02-10,Czech Republic,0,71,NA
2023-02-13,Czech Republic,0,71,NA
2022-04-22,Denmark,0,0,NA
2022-04-29,Denmark,0,0,NA
2022-05-01,Denmark,0,0,NA
2022-05-04,Denmark,0,0,0
2022-05-05,Denmark,0,0,0
2022-05-07,Denmark,0,0,0
2022-05-08,Denmark,0,0,0
2022-05-09,Denmark,0,0,0
2022-05-10,Denmark,0,0,0
2022-05-11,Denmark,0,0,0
2022-05-12,Denmark,0,0,0
2022-05-13,Denmark,0,0,0
2022-05-14,Denmark,0,0,0
2022-05-15,Denmark,0,0,0
2022-05-16,Denmark,0,0,0
2022-05-17,Denmark,0,0,0
2022-05-18,Denmark,0,0,0
2022-05-19,Denmark,0,0,0.14285714285714285
2022-05-20,Denmark,0,0,0.2857142857142857
2022-05-21,Denmark,0,0,0.2857142857142857
2022-05-22,Denmark,1,1,0.2857142857142857
2022-05-23,Denmark,1,2,0.2857142857142857
2022-05-24,Denmark,0,2,0.2857142857142857
2022-05-25,Denmark,0,2,0.2857142857142857
2022-05-26,Denmark,0,2,0.14285714285714285
2022-05-27,Denmark,0,2,0
2022-05-28,Denmark,0,2,0
2022-05-29,Denmark,0,2,0
2022-05-30,Denmark,0,2,0.14285714285714285
2022-05-31,Denmark,0,2,0.14285714285714285
2022-06-01,Denmark,0,2,0.14285714285714285
2022-06-02,Denmark,1,3,0.14285714285714285
2022-06-03,Denmark,0,3,0.14285714285714285
2022-06-04,Denmark,0,3,0.14285714285714285
2022-06-05,Denmark,0,3,0.14285714285714285
2022-06-06,Denmark,0,3,0
2022-06-07,Denmark,0,3,0.14285714285714285
2022-06-08,Denmark,0,3,0.14285714285714285
2022-06-09,Denmark,0,3,0.5714285714285714
2022-06-10,Denmark,1,4,0.5714285714285714
2022-06-11,Denmark,0,4,0.5714285714285714
2022-06-12,Denmark,3,7,0.7142857142857143
2022-06-13,Denmark,0,7,0.7142857142857143
2022-06-14,Denmark,0,7,0.5714285714285714
2022-06-15,Denmark,1,8,0.7142857142857143
2022-06-16,Denmark,0,8,0.42857142857142855
2022-06-17,Denmark,0,8,0.7142857142857143
2022-06-18,Denmark,1,9,0.8571428571428571
2022-06-19,Denmark,1,10,0.7142857142857143
2022-06-20,Denmark,2,12,0.8571428571428571
2022-06-21,Denmark,1,13,1.1428571428571428
2022-06-22,Denmark,0,13,1
2022-06-23,Denmark,1,14,0.8571428571428571
2022-06-24,Denmark,2,16,0.5714285714285714
2022-06-25,Denmark,0,16,0.7142857142857143
2022-06-26,Denmark,0,16,1
2022-06-27,Denmark,0,16,0.8571428571428571
2022-06-28,Denmark,2,18,1
2022-06-29,Denmark,2,20,1
2022-06-30,Denmark,0,20,1
2022-07-01,Denmark,3,23,1.1428571428571428
2022-07-02,Denmark,0,23,1.1428571428571428
2022-07-03,Denmark,0,23,0.8571428571428571
2022-07-04,Denmark,1,24,1.1428571428571428
2022-07-05,Denmark,2,26,0.8571428571428571
2022-07-06,Denmark,0,26,0.8571428571428571
2022-07-07,Denmark,2,28,0.8571428571428571
2022-07-08,Denmark,1,29,0.8571428571428571
2022-07-09,Denmark,0,29,0.8571428571428571
2022-07-10,Denmark,0,29,1
2022-07-11,Denmark,1,30,1.2857142857142858
2022-07-12,Denmark,2,32,1.5714285714285714
2022-07-13,Denmark,1,33,2
2022-07-14,Denmark,4,37,2
2022-07-15,Denmark,3,40,2.2857142857142856
2022-07-16,Denmark,3,43,2.2857142857142856
2022-07-17,Denmark,0,43,2.5714285714285716
2022-07-18,Denmark,3,46,2.2857142857142856
2022-07-19,Denmark,2,48,2.5714285714285716
2022-07-20,Denmark,3,51,2.2857142857142856
2022-07-21,Denmark,2,53,2.5714285714285716
2022-07-22,Denmark,5,58,3.5714285714285716
2022-07-23,Denmark,1,59,4.142857142857143
2022-07-24,Denmark,2,61,4.571428571428571
2022-07-25,Denmark,10,71,5.285714285714286
2022-07-26,Denmark,6,77,5.714285714285714
2022-07-27,Denmark,6,83,5.714285714285714
2022-07-28,Denmark,7,90,5.571428571428571
2022-07-29,Denmark,8,98,4.714285714285714
2022-07-30,Denmark,1,99,4.571428571428571
2022-07-31,Denmark,1,100,4.571428571428571
2022-08-01,Denmark,4,104,3.857142857142857
2022-08-02,Denmark,5,109,3.5714285714285716
2022-08-03,Denmark,6,115,3.4285714285714284
2022-08-04,Denmark,2,117,3.5714285714285716
2022-08-05,Denmark,6,123,3.4285714285714284
2022-08-06,Denmark,0,123,3.2857142857142856
2022-08-07,Denmark,2,125,3.2857142857142856
2022-08-08,Denmark,3,128,4
2022-08-09,Denmark,4,132,4
2022-08-10,Denmark,6,138,4.428571428571429
2022-08-11,Denmark,7,145,4.142857142857143
2022-08-12,Denmark,6,151,4.142857142857143
2022-08-13,Denmark,3,154,3.857142857142857
2022-08-14,Denmark,0,154,3.5714285714285716
2022-08-15,Denmark,3,157,2.857142857142857
2022-08-16,Denmark,2,159,2.5714285714285716
2022-08-17,Denmark,4,163,2.142857142857143
2022-08-18,Denmark,2,165,2.142857142857143
2022-08-19,Denmark,4,169,1.7142857142857142
2022-08-20,Denmark,0,169,1.4285714285714286
2022-08-21,Denmark,0,169,1.1428571428571428
2022-08-22,Denmark,0,169,1
2022-08-23,Denmark,0,169,0.7142857142857143
2022-08-24,Denmark,2,171,0.7142857142857143
2022-08-25,Denmark,1,172,0.7142857142857143
2022-08-26,Denmark,2,174,0.8571428571428571
2022-08-27,Denmark,0,174,0.8571428571428571
2022-08-28,Denmark,0,174,0.8571428571428571
2022-08-29,Denmark,1,175,0.7142857142857143
2022-08-30,Denmark,0,175,0.5714285714285714
2022-08-31,Denmark,2,177,0.5714285714285714
2022-09-01,Denmark,0,177,0.5714285714285714
2022-09-02,Denmark,1,178,0.5714285714285714
2022-09-03,Denmark,0,178,0.8571428571428571
2022-09-04,Denmark,0,178,0.5714285714285714
2022-09-05,Denmark,1,179,0.5714285714285714
2022-09-06,Denmark,2,181,0.7142857142857143
2022-09-07,Denmark,0,181,0.7142857142857143
2022-09-08,Denmark,0,181,0.7142857142857143
2022-09-09,Denmark,2,183,0.5714285714285714
2022-09-10,Denmark,0,183,0.2857142857142857
2022-09-11,Denmark,0,183,0.2857142857142857
2022-09-12,Denmark,0,183,0.2857142857142857
2022-09-13,Denmark,0,183,0
2022-09-14,Denmark,0,183,0
2022-09-15,Denmark,0,183,0
2022-09-16,Denmark,0,183,0
2022-09-17,Denmark,0,183,0
2022-09-18,Denmark,0,183,0
2022-09-19,Denmark,0,183,0.2857142857142857
2022-09-20,Denmark,0,183,0.2857142857142857
2022-09-21,Denmark,0,183,0.2857142857142857
2022-09-22,Denmark,2,185,0.2857142857142857
2022-09-23,Denmark,0,185,0.42857142857142855
2022-09-24,Denmark,0,185,0.42857142857142855
2022-09-25,Denmark,0,185,0.5714285714285714
2022-09-26,Denmark,1,186,0.2857142857142857
2022-09-27,Denmark,0,186,0.2857142857142857
2022-09-28,Denmark,1,187,0.2857142857142857
2022-09-29,Denmark,0,187,0.2857142857142857
2022-09-30,Denmark,0,187,0.2857142857142857
2022-10-01,Denmark,0,187,0.42857142857142855
2022-10-02,Denmark,0,187,0.2857142857142857
2022-10-03,Denmark,1,188,0.2857142857142857
2022-10-04,Denmark,1,189,0.2857142857142857
2022-10-05,Denmark,0,189,0.2857142857142857
2022-10-06,Denmark,0,189,0.2857142857142857
2022-10-07,Denmark,0,189,0.2857142857142857
2022-10-08,Denmark,0,189,0.2857142857142857
2022-10-09,Denmark,0,189,0.2857142857142857
2022-10-10,Denmark,1,190,0.2857142857142857
2022-10-11,Denmark,1,191,0.2857142857142857
2022-10-12,Denmark,0,191,0.2857142857142857
2022-10-13,Denmark,0,191,0.2857142857142857
2022-10-14,Denmark,0,191,0.14285714285714285
2022-10-16,Denmark,0,191,0
2022-10-17,Denmark,0,191,0
2022-10-18,Denmark,0,191,0
2022-10-19,Denmark,0,191,0
2022-10-20,Denmark,0,191,0
2022-10-21,Denmark,0,191,0
2022-10-23,Denmark,0,191,0
2022-10-24,Denmark,0,191,0
2022-10-25,Denmark,0,191,0
2022-10-26,Denmark,0,191,0
2022-10-27,Denmark,0,191,0
2022-10-28,Denmark,0,191,0
2022-10-31,Denmark,0,191,0
2022-11-01,Denmark,0,191,0
2022-11-02,Denmark,0,191,0
2022-11-03,Denmark,0,191,0
2022-11-04,Denmark,0,191,0
2022-11-07,Denmark,0,191,0
2022-11-08,Denmark,0,191,0
2022-11-09,Denmark,0,191,0
2022-11-10,Denmark,0,191,0
2022-11-11,Denmark,0,191,0
2022-11-14,Denmark,0,191,0
2022-11-15,Denmark,0,191,0
2022-11-16,Denmark,0,191,0
2022-11-17,Denmark,0,191,0
2022-11-18,Denmark,0,191,0
2022-11-21,Denmark,0,191,0
2022-11-22,Denmark,0,191,0
2022-11-23,Denmark,0,191,0
2022-11-24,Denmark,0,191,0
2022-11-25,Denmark,0,191,0
2022-11-26,Denmark,0,191,0
2022-11-28,Denmark,0,191,0
2022-11-29,Denmark,0,191,0
2022-11-30,Denmark,0,191,0
2022-12-01,Denmark,0,191,0.14285714285714285
2022-12-02,Denmark,0,191,0.14285714285714285
2022-12-04,Denmark,0,191,0.14285714285714285
2022-12-05,Denmark,1,192,0.14285714285714285
2022-12-06,Denmark,0,192,0.14285714285714285
2022-12-07,Denmark,0,192,0.14285714285714285
2022-12-08,Denmark,0,192,0.14285714285714285
2022-12-09,Denmark,0,192,0
2022-12-12,Denmark,0,192,0
2022-12-13,Denmark,0,192,0
2022-12-14,Denmark,0,192,0
2022-12-15,Denmark,0,192,0
2022-12-16,Denmark,0,192,0
2022-12-19,Denmark,0,192,0
2022-12-20,Denmark,0,192,0
2022-12-21,Denmark,0,192,0
2022-12-22,Denmark,0,192,0
2022-12-27,Denmark,0,192,0
2022-12-28,Denmark,0,192,0
2022-12-29,Denmark,0,192,0
2022-12-30,Denmark,0,192,0
2022-12-31,Denmark,0,192,0
2023-01-02,Denmark,0,192,0
2023-01-05,Denmark,0,192,0
2023-01-06,Denmark,0,192,0
2023-01-09,Denmark,0,192,0
2023-01-10,Denmark,0,192,0
2023-01-11,Denmark,0,192,0
2023-01-12,Denmark,0,192,0
2023-01-13,Denmark,0,192,0
2023-01-16,Denmark,0,192,0.2857142857142857
2023-01-17,Denmark,0,192,0.2857142857142857
2023-01-18,Denmark,0,192,0.42857142857142855
2023-01-19,Denmark,2,194,0.42857142857142855
2023-01-20,Denmark,0,194,0.42857142857142855
2023-01-21,Denmark,1,195,0.42857142857142855
2023-01-23,Denmark,0,195,0.5714285714285714
2023-01-24,Denmark,0,195,0.2857142857142857
2023-01-25,Denmark,0,195,0.2857142857142857
2023-01-26,Denmark,1,196,0.14285714285714285
2023-01-27,Denmark,0,196,0.14285714285714285
2023-01-30,Denmark,0,196,0.14285714285714285
2023-01-31,Denmark,0,196,0.14285714285714285
2023-02-01,Denmark,0,196,0
2023-02-02,Denmark,0,196,0
2023-02-03,Denmark,0,196,0
2023-02-07,Denmark,0,196,0
2023-02-08,Denmark,0,196,NA
2023-02-10,Denmark,0,196,NA
2023-02-13,Denmark,0,196,NA
2022-04-22,Estonia,0,0,NA
2022-04-29,Estonia,0,0,NA
2022-05-01,Estonia,0,0,NA
2022-05-04,Estonia,0,0,0
2022-05-05,Estonia,0,0,0
2022-05-07,Estonia,0,0,0
2022-05-08,Estonia,0,0,0
2022-05-09,Estonia,0,0,0
2022-05-10,Estonia,0,0,0
2022-05-11,Estonia,0,0,0
2022-05-12,Estonia,0,0,0
2022-05-13,Estonia,0,0,0
2022-05-14,Estonia,0,0,0
2022-05-15,Estonia,0,0,0
2022-05-16,Estonia,0,0,0
2022-05-17,Estonia,0,0,0
2022-05-18,Estonia,0,0,0
2022-05-19,Estonia,0,0,0
2022-05-20,Estonia,0,0,0
2022-05-21,Estonia,0,0,0
2022-05-22,Estonia,0,0,0
2022-05-23,Estonia,0,0,0
2022-05-24,Estonia,0,0,0
2022-05-25,Estonia,0,0,0
2022-05-26,Estonia,0,0,0
2022-05-27,Estonia,0,0,0
2022-05-28,Estonia,0,0,0
2022-05-29,Estonia,0,0,0
2022-05-30,Estonia,0,0,0
2022-05-31,Estonia,0,0,0
2022-06-01,Estonia,0,0,0
2022-06-02,Estonia,0,0,0
2022-06-03,Estonia,0,0,0
2022-06-04,Estonia,0,0,0
2022-06-05,Estonia,0,0,0
2022-06-06,Estonia,0,0,0
2022-06-07,Estonia,0,0,0
2022-06-08,Estonia,0,0,0
2022-06-09,Estonia,0,0,0
2022-06-10,Estonia,0,0,0
2022-06-11,Estonia,0,0,0
2022-06-12,Estonia,0,0,0
2022-06-13,Estonia,0,0,0
2022-06-14,Estonia,0,0,0
2022-06-15,Estonia,0,0,0
2022-06-16,Estonia,0,0,0
2022-06-17,Estonia,0,0,0
2022-06-18,Estonia,0,0,0
2022-06-19,Estonia,0,0,0
2022-06-20,Estonia,0,0,0
2022-06-21,Estonia,0,0,0
2022-06-22,Estonia,0,0,0
2022-06-23,Estonia,0,0,0
2022-06-24,Estonia,0,0,0
2022-06-25,Estonia,0,0,0.14285714285714285
2022-06-26,Estonia,0,0,0.2857142857142857
2022-06-27,Estonia,0,0,0.2857142857142857
2022-06-28,Estonia,1,1,0.2857142857142857
2022-06-29,Estonia,1,2,0.2857142857142857
2022-06-30,Estonia,0,2,0.2857142857142857
2022-07-01,Estonia,0,2,0.2857142857142857
2022-07-02,Estonia,0,2,0.14285714285714285
2022-07-03,Estonia,0,2,0
2022-07-04,Estonia,0,2,0
2022-07-05,Estonia,0,2,0
2022-07-06,Estonia,0,2,0
2022-07-07,Estonia,0,2,0
2022-07-08,Estonia,0,2,0
2022-07-09,Estonia,0,2,0
2022-07-10,Estonia,0,2,0
2022-07-11,Estonia,0,2,0
2022-07-12,Estonia,0,2,0
2022-07-13,Estonia,0,2,0
2022-07-14,Estonia,0,2,0
2022-07-15,Estonia,0,2,0
2022-07-16,Estonia,0,2,0.2857142857142857
2022-07-17,Estonia,0,2,0.2857142857142857
2022-07-18,Estonia,0,2,0.42857142857142855
2022-07-19,Estonia,2,4,0.42857142857142855
2022-07-20,Estonia,0,4,0.42857142857142855
2022-07-21,Estonia,1,5,0.42857142857142855
2022-07-22,Estonia,0,5,0.42857142857142855
2022-07-23,Estonia,0,5,0.14285714285714285
2022-07-24,Estonia,0,5,0.14285714285714285
2022-07-25,Estonia,0,5,0.14285714285714285
2022-07-26,Estonia,0,5,0.14285714285714285
2022-07-27,Estonia,0,5,0.14285714285714285
2022-07-28,Estonia,1,6,0.14285714285714285
2022-07-29,Estonia,0,6,0.42857142857142855
2022-07-30,Estonia,0,6,0.42857142857142855
2022-07-31,Estonia,0,6,0.42857142857142855
2022-08-01,Estonia,2,8,0.2857142857142857
2022-08-02,Estonia,0,8,0.42857142857142855
2022-08-03,Estonia,0,8,0.42857142857142855
2022-08-04,Estonia,0,8,0.42857142857142855
2022-08-05,Estonia,1,9,0.14285714285714285
2022-08-06,Estonia,0,9,0.14285714285714285
2022-08-07,Estonia,0,9,0.14285714285714285
2022-08-08,Estonia,0,9,0.14285714285714285
2022-08-09,Estonia,0,9,0
2022-08-10,Estonia,0,9,0
2022-08-11,Estonia,0,9,0
2022-08-12,Estonia,0,9,0
2022-08-13,Estonia,0,9,0
2022-08-14,Estonia,0,9,0
2022-08-15,Estonia,0,9,0
2022-08-16,Estonia,0,9,0
2022-08-17,Estonia,0,9,0
2022-08-18,Estonia,0,9,0
2022-08-19,Estonia,0,9,0.14285714285714285
2022-08-20,Estonia,0,9,0.14285714285714285
2022-08-21,Estonia,0,9,0.14285714285714285
2022-08-22,Estonia,1,10,0.14285714285714285
2022-08-23,Estonia,0,10,0.14285714285714285
2022-08-24,Estonia,0,10,0.14285714285714285
2022-08-25,Estonia,0,10,0.14285714285714285
2022-08-26,Estonia,0,10,0
2022-08-27,Estonia,0,10,0
2022-08-28,Estonia,0,10,0
2022-08-29,Estonia,0,10,0
2022-08-30,Estonia,0,10,0
2022-08-31,Estonia,0,10,0
2022-09-01,Estonia,0,10,0
2022-09-02,Estonia,0,10,0
2022-09-03,Estonia,0,10,0
2022-09-04,Estonia,0,10,0
2022-09-05,Estonia,0,10,0
2022-09-06,Estonia,0,10,0
2022-09-07,Estonia,0,10,0
2022-09-08,Estonia,0,10,0
2022-09-09,Estonia,0,10,0
2022-09-10,Estonia,0,10,0.14285714285714285
2022-09-11,Estonia,0,10,0.14285714285714285
2022-09-12,Estonia,0,10,0.14285714285714285
2022-09-13,Estonia,1,11,0.14285714285714285
2022-09-14,Estonia,0,11,0.14285714285714285
2022-09-15,Estonia,0,11,0.14285714285714285
2022-09-16,Estonia,0,11,0.14285714285714285
2022-09-17,Estonia,0,11,0
2022-09-18,Estonia,0,11,0
2022-09-19,Estonia,0,11,0
2022-09-20,Estonia,0,11,0
2022-09-21,Estonia,0,11,0
2022-09-22,Estonia,0,11,0
2022-09-23,Estonia,0,11,0
2022-09-24,Estonia,0,11,0
2022-09-25,Estonia,0,11,0
2022-09-26,Estonia,0,11,0
2022-09-27,Estonia,0,11,0
2022-09-28,Estonia,0,11,0
2022-09-29,Estonia,0,11,0
2022-09-30,Estonia,0,11,0
2022-10-01,Estonia,0,11,0
2022-10-02,Estonia,0,11,0
2022-10-03,Estonia,0,11,0
2022-10-04,Estonia,0,11,0
2022-10-05,Estonia,0,11,0
2022-10-06,Estonia,0,11,0
2022-10-07,Estonia,0,11,0
2022-10-08,Estonia,0,11,0
2022-10-09,Estonia,0,11,0
2022-10-10,Estonia,0,11,0
2022-10-11,Estonia,0,11,0
2022-10-12,Estonia,0,11,0
2022-10-13,Estonia,0,11,0
2022-10-14,Estonia,0,11,0
2022-10-16,Estonia,0,11,0
2022-10-17,Estonia,0,11,0
2022-10-18,Estonia,0,11,0
2022-10-19,Estonia,0,11,0
2022-10-20,Estonia,0,11,0
2022-10-21,Estonia,0,11,0
2022-10-23,Estonia,0,11,0
2022-10-24,Estonia,0,11,0
2022-10-25,Estonia,0,11,0
2022-10-26,Estonia,0,11,0
2022-10-27,Estonia,0,11,0
2022-10-28,Estonia,0,11,0
2022-10-31,Estonia,0,11,0
2022-11-01,Estonia,0,11,0
2022-11-02,Estonia,0,11,0
2022-11-03,Estonia,0,11,0
